فارسی,آدیش,آتش ، اخگر ، شراره آتش,boy,ādiš
فارسی,آدینه,روز جمعه، به صورت پسوند همراه با بعضی نامها می آید و نام جدید می سازد مانند آدینه محمد,boygirl,ādine
اوستایی-پهلوی,آذر,نام ماه نهم از سال شمسی، نام فرشته نگهبان آتش، نام روز نهم از هر ماه شمسی در ایران قدیم,girl,āzar
فارسی,آذران,آتش ها,boy,āzarān
فارسی,آذرباد,آذرپناه یا کسی که آتش نگهدار اوست، نام موبدی که بانی آذربایجان بوده است، نام یکی از شخصیتهای منظومه ویس و رامین,boy,āzar bād
فارسی,آذربو,بته ای با گلهای تکی زرد رنگ که در نواحی کویری و کناره های آبهای شور می روید,girl,āzar bu
فارسی,آذرچهر,دارای چهره ای چون آتش، نام پدر آذرداد از خاندان کیانیان,boygirl,āzar čehr
فارسی,آذرخش,صاعقه - نام نهمین روز از ماه آذر,boy,āzaraxš
فارسی,آذردخت,دختر آتش,girl,āzar doxt
فارسی,آذرشب,فرشته نگهبان آتش که همواره در آتش است - نام آتشکده ای که گشتاسب در بلخ بنا نهاد و گنجهای خویش را در آن پنهان نمود,boy,āzar šab
فارسی,آذرگل,گلی سرخ رنگ شبیه شقایق,girl,āzar gol
فارسی,آذرگون,گلی است از دسته شقایق ها که رنگش زرد است و میانش مشکی است - به رنگ آتش,girl,āzar gun
فارسی,آذرماه,دختری که مانند ماه زیباست و مانند آتش درخشنده,girl,āzar māh
فارسی,آذرمه,رئیس و بزرگ آتشها( آتشکده ها),girl,āzar mah
فارسی,آذرمینا,لعلگون، سرخ رنگ,girl,āzar minā
فارسی,آذرنگ,روشن و نورانی ، آتش,boy,āzarang
فارسی,آذرنوش,نوش آذر- آتش جاویدوان،گرمای همیشگی - نام دومین آتشکده از هفت آتشکده بزرگ ایرانیان,boy,āzar nuš
فارسی,آذرک,شراره آتش، اخگر، نام دختر یزگرد سوم پادشاه ساسانی,girl,āzarak
فارسی,آذریاس,صمغ سداب کوهی,girl,āzar yās
فارسی,آذرین,آتشین، گرم و سوزان,boygirl,āzarin
فارسی,آذین,زینت، زیور، نام یکی از فرماندهان سپاه بابک خرم دین، نام پهلوانی در ویس و رامین,boygirl,āzin
فارسی,آذین دخت,دختری که وجودش موجب آرایش و ارج بستگانش است.,girl,āzin doxt
فارسی,آرا,مخفف آراینده آرایشگر-زیور زینت,girl,ārā
فارسی,آراد,آراج - نام روز بیست و پنجم از هر ماه شمسی در ایران قدیم که در این روز نو پوشیدن را مبارک و سفر را شوم می دانند,boy,ārād
ترکی,آراز,گویش ترکی رودخانه ارس,boy,ārāz
ترکی,آراس,آراز، رود ارس,boy,ārās
فارسی,آراسته,آن که دارای صفتهای خوب اخلاقی است، آنچه آرایش شده و زینت و زیور داده شده است,girl,ārāste
فارسی,آرام,آهسته ساکت سنگینی و وقار مکان خلوت,boy,ārām
فارسی,آرامش,آسایش، فراغت، راحتی، صلح و آشتی (اسم مصدر از آرمیدن),girl,ārāmeš
فارسی,آرامه,منسوب به آرام، آرام,girl,ārāme
کردی,آران,درای طبیعت گرم - همچنین اسم شهری قدیمی که قباد ان را بنا کرد,boy,ārān
فارسی,آرتاباز,نام فرمانده گردونه های کوروش پادشاه هخامنشی,boy,ārtā bāz
فارسی,آرتابان,اردوان,boy,ārtābān
فارسی,آرتادخت,دختر راست گفتار و درست کردار ، دختر پاک و مقدس ، نام دختری فرهنگدار و اقتصاددان که به خزانه داری یکی از شهریاران اشکانی رسید.,girl,ārtā doxt
فارسی,آرتان,نام برادر داریوش پادشاه هخامنشی و پسر ویشتاسب,boy,ārtān
یونانی,آرتمیس,در اساطیر یونان، خدای شکار و خواهر دوقلوی آپولون - همچنین نام شیرزنی که فرمانده نیروی دریایی کمبوجیه در جنگ بین ایران و یونان بود,girl,ārtemis
فارسی,آرتین,آرش،عاقل و زیرک، از شخصیتهای شاهنامه، نام پهلوان نامدار ایرانی در زمان منوچهر پادشاه پیشدادی که در تیراندازی بسیار توانا بوده است,boy,ārtin
فارسی,آرتینا,آرتین + ا (پسوند اسم ساز)، منسوب به آرتین,girl,ārtinā
فارسی,آردین,آرد = آرت + ین (نسبت)، منسوب به آرت، مقدس,boy,ārdin
فارسی,آرزو,میل و اشتیاق برای رسیدن به مراد یا مقصودی معمولاً مطلوب، از شخصیتهای شاهنامه، نام دختر سرو پادشاه یمن و همسر سلم پسر فریدون پادشاه پیشدادی,girl,ārezu
فارسی,آرسام,آرشام،خرس،زورمند، دارای زور خرس پسر آریارمنه و پدر ویشتاسب از خاندان ‏هخامنشی,boy,ārsām
فارسی,آرش,عاقل و زیرک- از شخصیتهای شاهنامه، نام پهلوان نامدار ایرانی در زمان منوچهر پادشاه پیشدادی که در تیراندازی بسیار توانا بوده است,boy,āraš
فارسی,آرشا,آردا ، مقدس,boy,āršā
فارسی,آرشام,به معنی خرس و به معنی زور، دارای زور خرس پسر آریارمنه و پدر ویشتاسب از خاندان ‏هخامنشی,boy,āršām
فارسی,آرشان,نام پسر اردشیر دوم پادشاه هخامنشی,boy,āršān
فارسی,آرشاویر,مرد مقدس، نام یکی از پادشاهان اشکانی,boy,āršāvir
فارسی,آرشیدا,بانوی درخشان آریایی - بانوی آراسته و درخشان - مرکب از آر + شید + الف تانیس - آر به دومعنی به کار می رود اول,girl,āršidā
فارسی,آرمان,آرزو، از شخصیتهای شاهنامه، نام سردار خسروپرویز پادشاه ساسانی,boy,ārmān
فارسی,آرمین,از شخصیتهای شاهنامه، نام چهارمین پسر کیقباد - مرد همیشه پیروز,boy,ārmin
ارمنی,آرمینه,ارمنی، دختر ارمنی,girl,ārmine
فارسی,آرنوش,ار = آریایی + نوش = جاوید، آریاییجاوید، ایرانی جاوید,girl,ārnuš
فارسی,آرون,صفت نیک و خصلت پسندیده,boy,ārvan
فارسی,آروین,تجربه، آزمایش امتحان آزمون,boy,ārvin
فارسی,آریا,نژاد هندوارپائیان که در عهدی بسیار کهن با هم زندگی می کردند و بعدها به دو بخش بزرگ تقسیم شدند گروهی به هند و ایران آمدند و گروهی به اروپا رفتند.نام میهن عزیز ما ایران از این‎ ‎کلمه گرفته شده است,boy,āriyā
فارسی,آریابد,به ضم ب - آریا + بد(صاحب و سرور) سرور قوم آریایی ٠ بزرگ آریاییان,boy,āriyābod
فارسی,آریادخت,دختر آریایی - دختر ایرانی,girl,āriyā doxt
فارسی,آریاراد,آریا+راد(جوانمرد بخشنده دانا شجاع) آریایی جوانمرد آریایی شجاع آریایی دانا - نام پسر اردشیر دوم پادشاه هخامنشی,boy,āriyā rād
فارسی,آریاز,نام یکی از سرداران هخامنشی,boy,āriyāz
فارسی,آریامن,دریا سالار خشایارشاه پادشاه هخامنشی,boy,āriyā man
فرانسه,آریان,بانوی بسیار مقدس - نام دختر مینوس پادشاه اساطیری یونان,boygirl,āriyān
فارسی,آریانا,نامی که جغرافی دانان یونانی به قسمتی از ایران یعنی سرزمین آریایی ها داده بودند,girl,āriyānā
فارسی,آریاناز,موجب فخر و مباهات قوم آریایی,girl,āriyā nāz
فارسی,آریانوش,شادکننده و خوشحال کننده آریاییان,girl,āriyā nuš
فارسی,آریسا,اریسا - ایرسا - رنگین کمان - همچنین به ریشه بوته سوسن کبود هم آریسا گویند,girl,ārisā
فارسی,آریسان,مرکب از آری به معنای آریایی بعلاوه پسوند مشابهت ، دختری که مانند آریاییان اصیل و نجیب است,girl,ārisān
فارسی,آریستا,زیبا و خوشکل مانند عروس ، مرکب ازآریس به معنای عروس و تا پسوند مشابهت,girl,āristā
کردی,آرینا,آریایی نژاد - از نسل آریایی,girl,āriyanā
فارسی,آریو,نام یکی از سرداران بزرگ ایرانی زمان داریوش سوم پادشاه هخامنشی در نبرد با اسکندر مقدونی,boy,āriu
فارسی,آریوبرزن,آتش ایرانی - کنایه از قدرت و خشم ایرانی - نام یکی از سرداران بزرگ ایرانی زمان داریوش سوم پادشاه هخامنشی در نبرد با اسکندر مقدونی,boy,āriu barzan
فارسی,آزاد,رها شده از گرفتاری یا چیزی آزاردهنده،فارغ و آسوده،درختی جنگلی و بلند،رها شده از تعلقات دنیوی,boy,āzād
فارسی,آزادبه,آزاد(رها) + به(سالم و خوب)-به معنای انسان سالم و آزاد - نام یکی از سرداران ایرانی در قرن دوم,boy,āzād beh
فارسی,آزادچهر,دارای چهره آزادگان - آنکه ظاهری آزاده و بزرگمنشانه دارد - نام یکی از قهرمانان مرزبان نامه,boygirl,āzād čehr
فارسی,آزاددخت,دختر آزاده ، نام همسر شاپور اول پادشاه ساسانی,girl,āzād doxt
فارسی,آزاده,عاری از صفات ناپسند اخلاقی،رها ، وارسته،از شخصیتهای شاهنامه، نام همسر رومی بهرام گور پادشاه ساسانی,girl,āzāde
عبری-عربی,آزر,نام پدر ابراهیم خلیل (ع) - اسبی که ران دو پای عقبش مشکی و دستهایش به رنگ دیگر است,boy,āzar
عبری,آزران,منسوب به آزر،آزر نام پدر یا عموی حضرت ابراهیم و همچنین نام نژادی از اسب است که پاهایش سیاه و دستانش به رنگی دیگر است,boy,āzarān
فارسی,آزرم,شرم وحیا،ملایمت، مهربانی،از شخصیتهای شاهنامه، نام دختر خسروپرویز پادشاه ساسانی,girl,āzarm
فارسی,آزرمدخت,دختر با حیا,girl,āzarm doxt
فارسی,آزرمی دخت,دختر پرویزبن هرمزبن انوشیروان معروف به عادله که ۴ ماه زمام حکومت را در اختیار داشت، دختر باحیا,girl,āzar midoxt
فارسی,آزرمیدخت,آذرم + ی نسبت + دخت، دختر با حیا دختر سنگین و با وجاهت-نام دختر پرویز نوه انوشیروان که ۴ ماه بر ایران فرمانروایی کرد,girl,āzarmi doxt
فارسی,آژند,پیوند دهنده ، چسباننده ، در اصطلاح بنایی ملاطی که بین ردیفهای آجر می‌گذارند,boy,āžand
فارسی,آسا,زیور مایه زیبایی و آرایش - وقار و ثبات و تمکین و آسودگی,girl,āsā
فارسی,آسادخت,دختر زیبا،دختر آرام،دختر با وقار,girl,āsā doxt
-,آسانا,دختر زیبا,girl,āsānā
فارسی,آستیاژ,آسپاداس،آخرین پادشاه ماد که از کورش کبیر پادشاه و موسس هخامنشیان شکست خورد,boy,āstiyāž
فارسی,آسمان,فضای بالای سر ما که آبی رنگ به نظر می رسد، نام روز بیست وهفتم از هر ماه شمسی در ایران قدیم،نام کوهی در نزدیکی بندر نخیلو در ساحل خلیج فارس,girl,ās(e)mān
کردی,آسو,شفق،هنگام طلوع خورشید،همچنین نام شرابی مست کننده که از قند سیاه درست می کنند،نام محلی در مسیرلار به لنگه,boy,āsu
فارسی,آسوده,راحت و آرام,girl,āsude
-,آسیا,نام بزرگترین قاره جهان,girl,āsiyā
فارسی,آسیم,استاد بزرگ مرتبه واستاد عظیم الشأن,boy,āsim
عربی,آسیه,زن اندوهگین،ستون، نام همسر فرعون که موسی (ع) را از نیل گرفت و پنهانی از فرعون از او مراقبت کرد،نام کوهی در استان فارس,girl,āsiye
فارسی,آشتی,دوستی و پیوند دوباره بعد از رنجش و آزردگی، سازش و صلح,girl,āšti
فارسی,آشنا,آن که او را می شناسیم، آن که یا آنچه به ذهن و خاطر می آوریم، آگاه به چیزی یا امری، عاشق، دلداده,girl,āš(e)nā
آشوری,آشور,برهم زننده،تغییر دهنده، نام دومین فرزند سام که نینوا را بنا نهاد,boy,āšur
عربی,آصف,تدبیر،مشاور خردمند، نام وزیر سلیمان(ع) ، عنوان وزیران ایرانی در دوران اسلامی,boy,āsef
فارسی,آصفه,مونث آصف، مشاور خردمند،بانوی مدبر,girl,āsefe
عربی,آفاق,افقها،عالم آسمان،زمانه روزگار، نام همسر نظامی گنجوی,girl,āfāq
عربی,آفت,بلا، بلیه، کنایه از زیبایی و عشوه گری,girl,effat
فارسی,آفتاب,مرکب ازآف(مهر،خور) + تاب(فروغ،نور)، نوری که از خورشید به زمین می تابد،کنایه از زیبایی و خیره کنندهگی,girl,āftāb
فارسی,آفریده,مخلوق، خلق شده، از نیستی هست گردیده، آدمی، انسان,girl,āfaride
فارسی,آفرین,هنگام تحسین و تشویق به کار می رود، مرحبا، به صورت پسوند و پیشوند همراه با بعضی نامها می آید و نام جدید می سازد مانند ماه آفرین، آفرین دخت,girl,āfarin
کردی,آگرین,آتشین، به رنگ آتش,girl,āgarin
عربی,آلا,نعمتها،نیکیها,boygirl,ālā
عربی,آلاء,از واژه های قرآنی، به معنی نعمت ها، نیکی ها، نیکویی ها,girl,ālā’
فارسی,آلاله,شقایق،گلی به رنگ زرد سفید یا قرمز که انواع گوناگون خودرو و زینتی دارد,girl,ālāle
ترکی,آلتین,آلتنای،زر، طلای ناب,girl,āltin
ترکی,آلما,سیب، کنایه از زیبایی,girl,ālmā
عربی,آمال,آرزوها،خواسته ها،دوست داشتنی ها,girl,āmāl
فارسی,آمستریس,نام مادر اردشیر دراز دست پادشاه هخامنشی,girl,āmesteris
عربی,آمنه,نام مادر پیامبر(ص)،مونث آمن به معنای بانوی نترس،زن دلیر،خانم استوار,girl,āmene
فارسی,آمیتیس,نام دختر خشایار پادشاه هخامنشی,girl,āmitis
عبری,آمین,قبول کن،بپذیر،چنین باشد,boygirl,āmin
ترکی,آنا,مادر,girl,ānā
ترکی,آنالی,برخوردار از محبت مادر، کنایه از نور چشمی مادر,girl,ānāli
فارسی,آناهیتا,ازبین برنده ناپاکی و پلیدی، نام ایزد آب که در اوستا به صورت دوشیزه ای بسیار زیبا و بلند بالا توصیف شده است,girl,ānāhitā
بابلی,آندیا,نام همسر بابلی اردشیر درازدست پادشاه هخامنشی,girl,āndiyā
عربی,آنسه,انس گیرنده ، مانوس ، خو گیرنده ، همنشین نیکو,girl,ānese
ارمنی,آنوش,از پایتختهای قدیم ارمنستان,girl,ānuš
فارسی,آنوشا,کیش و مذهب ، دین و آیین,girl,ānušā
فارسی,آنیتا,آناهیتا،ازبین برنده ناپاکی و پلیدی، نام ایزد آب که در اوستا به صورت دوشیزه ای بسیار زیبا و بلند بالا توصیف شده است,girl,ānitā
ترکی,آنیل,معروف، نامدار,boy,ānil
فارسی,آهنگ,قطعه موسیقی، اراده، قصد,girl,āhang
فارسی,آهو,جانور معروف که نام دیگر آن غزال است، آهو به زیبایی چشم و خرامش در رفتار شهرت دارد,girl,āhu
فارسی,آوا,صدایی که به آواز خوانده می شود یا از آلات موسیقی به گوش می رسد,girl,āvā
کردی,آوات,آرزو،خواسته,girl,āvāt
فارسی,آوید,مشتاق و خواهان,boy,āvid
فارسی,آویز,گلی زینتی به شکل زنگوله و قرمز رنگ، هر چیز کوچک و قیمتی که به عنوان گردنبند، گوشواره، دستبند می آویزند,girl,āviz
فارسی,آویژه,معشوق، دلبر، خاص، خالص,girl,āviže
فارسی,آویشن,گیاهی علفی و معطر از خانواده نعناع با شاخه های فراوان و گلهای سفید یا صورتی,girl,āvišan
کردی,آوین,عشق,girl,āvin
فارسی,آکام,نتیجه، ثمره،سود،فایده,boy,ākām
ترکی,آیا تای,مثل ماه ، دختری که مانند ماه زیباست. بانوی درخشان,girl,āyā tāy
عربی,آیت,آیه،نشانه،شخص برجسته و شاخص،شخص بسیار زیبا رو,boy,āyat
فارسی-ترکی,آیتن,آی( ترکی) + تن ( فارسی) مهوش، مه پیکر,girl,āy tan
ترکی,آیتک,مانند ماه,girl,āytak
ترکی,آیدا,شاد، خوش,girl,āydā
ترکی,آیدان,مانند ماه ، بانوی زیبا رو ، دختری که چهره اش همچون ماه زیباست.,girl,āydān
کردی,آیرین,آتشین,girl,āyrin
فارسی-ترکی,آیسان,آی ( ترکی) + سان ( فارسی) زیبا، مانند ماه,girl,āysān
ترکی,آیسل,زیبا و درخشان مانند ماه,girl,āysel
ترکی,آیسو,مرکب از آی به معنای ماه بعلاوه سو به معنای آب ، ماه و آب ، زیبارو ، با طراوت و درخشنده,girl,āysu
کردی,آیگین,ایل زیبا,girl,āygin
ترکی,آیلا,هاله دور ماه,girl,āylā
ترکی-فارسی,آیما,ماه من ، مجازا عزیز من ، زیبا رو بانوی زیبا دختر خوش چهره,girl,āymā
ترکی,آینا,آینه ، آبگینه ، شیشه ، دختر زیبارو ، بانوی سپید چهره,girl,āynā
فارسی-ترکی,آیناز,آی( ترکی) + ناز ( فارسی) موجب فخر و مباهات ماه,girl,āy nāz
عربی,آیه,هر یک از پاره های مشخص سوره های قرآن و دیگر کتابهای آسمانی، نشانه,girl,āyeh
فارسی,آیین,دین مذهب عادت رسم روش - نام روستایی در استان فارس,boygirl,āyin
عربی,اباذر,ابوذر،نام یکی از صحابه پیامبر(ص),boy,abāzar
عربی,ابتسام,تبسم، لبخند,girl,ebtesām
عربی,ابتهاج,شادمانی، خوشی,boy,ebtehāj
عبری,ابراهیم,پدر جماعت بسیار یا پدر عالی مقام، نام یکی از پیامبران بزرگ ملقب به خلیل الله، نام سوره ای در قرآن کریم، نام پسران,boy,ebrāhim
عبری,ابریشم,حریر ، تاری بسیار محکم، نازک، و درخشان که کرم ابریشم به دور خود می تند ، گلی به صورت رشته های باریک آویخته به رنگ زرد یا سرخ که در تابستانها می روید,girl,ābriša(o)m
عربی,ابوالحسن,پدر حسن، کنیه علی (ع)، نیز کنیه طاووس,boy,abolhasan
عربی,ابوالفضل,خداوند و صاحب هنر، کنیه دینار، لقب چهارمین فرزند علی(ع),boy,abolfazl
عربی,ابوالقاسم,پدر قاسم، کنیه پیامبر(ص),boy,ābolqāsem
عربی,ابوبکر,نام خلیفه اول و جانشین پیامبر(ص) و پدر عایشه همسر پیامبر (ص),boy,ābubakr
عربی,ابوذر,ابوذر،نام یکی از صحابه پیامبر(ص),boy,ābuzar
عربی,احترام,بزرگ داشتن,girl,ehterām
عربی,احد,یگانه، یکتا، از نامهای خداوند,boy,ahad
عربی,احسان,نیکی، نیکویی,boygirl,ehsān
عربی,احلام,جمع حلم ، بردباری ها ، صبوری ها ، وقارها,girl,ahlām
عربی,احمد,بسیار ستوده، یکی از نامهای پیامبر(ص),boy,ahmad
عربی,احیا,زندگان، نامی برای شبهای نوزدهم، بیست و یکم، و بیست وسوم ماه رمضان، در اصل احیاء,boy,ahyā
فارسی,اختر,گلی به رنگهای سرخ، صورتی، نارنجی،و زرد که ریز است و به شکل خوشه روی گیاه می شکفد، ستاره، بخت، طالع,girl,axtar
فارسی,اخشید,نام پادشاه سمرقند,boy,axšid
فارسی,اخگر,پاره آتش,girl,axgar
عربی,ادریس,درس خوانده ، پیامبری که نام او دو بار در قرآن آمده و طبق روایات حیات جاودانه یافته است، او را مخترع لباس و قلم می دانند,boy,edris
فارسی,ادنا,به فتح الف ، کمترین ، جزئی ترین ، نازلترین ، از واژه های قرآنی,boy,adnā
عربی,ادهم,سیاه، تیره گون، نام پدر ابراهیم ادهم که پادشاهی بلخ را رها کرده و زاهد شد,boy,adham
عربی,ادیب,سخن دان، سخن شناس، معلم، مربی,boy,adib
فارسی,ارتا,راستی، درستی,boygirl,artā
اوستایی-پهلوی,ارجاسب,ارجاسپ، دارنده اسب با ارزش، از شخصیتهای شاهنامه، نام پادشاه توران و چین در زمان گشتاسپ پادشاه کیانی,boy,arjāsb
فارسی,ارد,نام چند تن از پادشاهان اشکانی,boy,ard
فارسی,اردا,نام موبدی در زمان اردشیر بابکان پادشاه ساسانی,boy,ardā
اوستایی-پهلوی,اردشیر,آن که حکومت مقدس دارد، شهریاری و پادشاهی مقدس، از شخصیتهای شاهنامه، نام مؤسس سلسله ساسانی، فرزند ساسان,boy,ardešir
کردی,اردلان,نام طایفه ای از ایلات کرد ایران,boy,arda(e)lān
فارسی,اردوان,یاری کننده درستکاران، از شخصیتهای شاهنامه، نام چند تن از پادشاهان اشکانی,boy,ardavān
فارسی,اردیان,مقدس,boy,ardiyān
فارسی,ارزنده,محترم، دارای احترام,girl,arzande
فارسی,ارزین,نام فرماندار پارس هنگام یورش اسکندر به ایران,boy,arzin
فارسی,ارژنگ,نقش و نگار، آرایش، نام پهلوانی تورانی پسر زره که به دست طوس کشته شد، نام کتاب مانی و نام دیوی در شاهنامه,boy,aržang
فارسی,ارسا,ارس,girl,orsā
فارسی,ارسام,نام پسر داریوش پادشاه هخامنشی,boy,arsām
فارسی,ارسان,نام همسر نرسی پادشاه ساسانی,girl,arsān
یونانی,ارسطو,ارسطاطالیس، ارسطوطالیس حکیم نامدار یونانی و شاگرد افلاطون، او معلم اسکندر مقدونی بود، به او لقب معلم اول را داده بودند,boy,arastu
ترکی,ارسلان,شیر، نام پسر مسعودغزنوی,boy,arsalān
عربی,ارشاد,راهنمایی، هدایت,boy,eršād
فارسی,ارشام,آرشامه,boy,aršām
فارسی,ارشان,(به فتح الف و کسر یا سکون ر) مرکب از ارش به معنای عاقل و دانا + ان پسوند کثرت یا مداومت- بسیار دانا - بسیار هوشمند- نام پسر اردشیر دوم پادشاه هخامنشی,boy,aršān
فارسی,ارشانوش,از نامهای باستانی,boy,aršā nuš
فارسی,ارشاک,ارشک ، اشک ، نام موسس سلسله اشکانی است او یکی از یزرگان قوم پارت که در سال 256 ق.م بر سلطان سلوکی طغیان کرد و سلسله اشکانیان را بنا نهاد,boy,aršāk
پارتی,ارشک,اشک ، نام مؤسس سلسله اشکانی,boy,arašk
آرامی,ارشیا,تخت پادشاهی، هزوارش و هم ریشه با,boy,aršiyā
فارسی,ارشین,با فتح (الف) و کسر (ر)- نام یکی از شاهدختهای هخامنشی-مرکب از ارش به معنای عاقل و زیرک + ین پسوندتفضیلی - به معنی عاقلترین هوشمند ترین,girl,aršin
فارسی,ارغوان,گلی قرمزرنگ,girl,arqavān
عربی,ارفع,رفیع تر، بلندتر، ارجمندتر,boy,arfae
ترکی,ارمغان,رهاورد، سوغات، هدیه,girl,armagān
عبری,ارمیا,ارمیا ، بزرگ داشته شده؛ نام یکی از پیامبران بنی اسرائیل ، همچنین لقب حضرت خضر نبی و لقب حضرت علی (ع),boy,ermiyā
اوستایی-پهلوی,ارنواز,مرکب از ارنه ( سزاوار) + واز ( واژه)، به معنی دارنده سخن سزاوار، از شخصیتهای شاهنامه، نام یکی از دو دختر جمشید پادشاه پیشدادی,girl,arnavāz
فارسی,اروند,نام رودی در ایران,boy,arvand
فارسی,اروین,آروین ، تجربه ، امتحان ، آزمون,boygirl,arvin
عربی,ارکان,رکنها ، مبنا ها ، پایه ها ، کنایه از بزرگان و کارگزاران حکومت,boy,arkān
ترکی,ارکین,آزاد,boy,arkin
فارسی,اریس,زیرک، هوشیار,boy,eris
عربی,اسامه,شیر، اسد,boy,osāme
فارسی,اسپنتا,سپنتا ، پاک و مقدس,girl,espantā
فارسی,اسپندیار,اسفندیار،آفریده مقدس، از شخصیتهای شاهنامه، نام پهلوان ایرانی، فرزند گشتاسپ شاه ایران و کتایون دختر قیصر روم,boy,espand yār
فارسی,استاتیرا,همسر اردشیر دوم پادشاه هخامنشی,girl,estātirā
عبری,اسحاق,خندان، نام پسر ابراهیم(ع) و ساره,boy,eshāq
عربی,اسد,شیر، نام برج پنجم از برجهای دوازده گانه، برابر با مرداد,boy,asad
عربی,اسدالله,شیر خدا ، از القاب علی (ع),boy,asadollāh
فارسی,اسرا,در گویش سمنان اشک,girl,esrā
عبری,اسرافیل,درخشیدن مانند آتش، نام یکی از چهار فرشته مقرب و مأمور دمیدن صور و برانگیختن مردگان در روز رستاخیز,boy,esrāfil
کردی,اسرین,اشک,girl,asrin
عربی,اسعد,نیکبخت تر، خوشبخت تر,boy,asead
اوستایی-پهلوی,اسفندیار,آفریده مقدس، از شخصیتهای شاهنامه، نام پهلوان ایرانی، فرزند گشتاسپ شاه ایران و کتایون دختر قیصر روم,boy,esfand yār
عربی,اسلام,دین پیروان محمد(ص),boy,eslām
عربی,اسما,نام نهادن - نامگذاری کردن- همچنین به عنوان جمع اسم هم به کار می رود، نام دختر ابومسلم خراسانی,girl,asmā
عبری,اسماعیل,آن که خدا او را شنید، نام پسر ابراهیم(ع) و هاجر,boy,esmāeil
عربی,اسنا,بزرگوار کردن ، بلندمرتبه کردن,girl,asnā
یونانی,اسکندر,یاری کننده مرد، نام پادشاه معروف یونان بنا به روایت شاهنامه فرزند داراب پسر بهمن و ناهید دختر فیلقوس قیصر روم,boy,eskandar
فارسی,اشتاد,راستی، درستی، در دین زرتشتی نام ایزدی که راهنمای مینویان و جهانیان است، نام روز بیست وششم از هر ماه شمسی در ایران قدیم، از شخصیتهای شاهنامه، نام یکی از دلاوران ایرانی در زمان خسروپرویز ‏پادشاه ساسانی,boy,aštād
عربی,اشراق,تابش، درخشش، فلسفه ای که منشأ ان فلسفه افلاطون و حکمت نو افلاطونی است، مروج این حکمت در اسلام و ایران شیخ شهاب الدین سهره وردی است,boy,ešrāq
عربی,اشرف,شریف تر,boygirl,ašraf
فارسی,اشکان,منسوب به اشک,boy,aškān
فارسی,اشکبوس,از شخصیتهای شاهنامه، نام دلاور تورانی و از فرماندهان سپاه خاقان چین,boy,aškbus
عبری,اشیر,خوشحال، نام پسر یعقوب(ع),boy,ašir
عربی,اصغر,کوچک تر,boy,asqar
ترکی,اصلان,شیر,boy,aslān
عربی,اصیلا,با نوی با اصالت مرکب از اصیل + الف تانیس,girl,asilā
یونانی,اطلس,پارچه ابریشمی، دیبا,girl,atlas
